,tweet_id,author_id,retweet_count,like_count,text,language,created_at,source,possibly_sensitive,image_url
1471528004195164168,1471528004195164168,1344969570617077760,55,0,"RT @MUFCScoop: A few Manchester United players arrived at Carrington this morning, but there was no sign of Cristiano Ronaldo. [sky] #MUFC",en,2021-12-16T17:09:50.000Z,Twitter for Android,False,
1471528003293351946,1471528003293351946,1352389342027804673,82,0,RT @mufcMPB: Manchester United coach Martyn Pert is in advanced talks to join Ipswich with Kieran McKenna. #MUFC [@ChrisWheelerDM],en,2021-12-16T17:09:50.000Z,Twitter for iPhone,False,
1471527987589771266,1471527987589771266,1109164494092201984,0,0,"@africabnn 
Manchester-Based Nigerian businessman, Alexander Oluwole Shoretire, wants the Nigeria Football Federation (NFF), to invite his son, Manchester United striker, Shola Shoretire, to the Super Eagles as fast as could be expected.  #Nigeria 

https://t.co/oIQnZ7j51p",en,2021-12-16T17:09:46.000Z,Twitter for Android,False,
1471527936805285890,1471527936805285890,556825504,1479,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:09:34.000Z,Twitter for Android,False,
1471527932900245504,1471527932900245504,181451403,0,0,Manchester United Confirm the Postponement of Game against Brighton https://t.co/JXkMAn8eyI #Entertainment #Music,en,2021-12-16T17:09:33.000Z,dlvr.it,False,
1471527931671461894,1471527931671461894,811321783135649792,1124,0,RT @OficialSala12: Mbappé comemorando seu 100° gol com a camisa do PSG do mesmo jeito que Cristiano Ronaldo comemorou seu 100° gol pelo Man…,pt,2021-12-16T17:09:33.000Z,Twitter for iPhone,False,
1471527896950865920,1471527896950865920,1109164494092201984,19,0,"RT @africabnn: Manchester-Based Nigerian businessman, Alexander Oluwole Shoretire, wants the Nigeria Football Federation (NFF), to invite h…",en,2021-12-16T17:09:24.000Z,Twitter for Android,False,
1471527877757730822,1471527877757730822,289676555,17,0,"RT @usmntonly: A look at 16-year-old Kristian Fletcher, who is expected to sign with Borussia Dortmund, per @KeithCostigan. 

He trialed at…",en,2021-12-16T17:09:20.000Z,Twitter for iPhone,False,
1471527874859515912,1471527874859515912,1257041019503329280,56,0,"RT @mufcMPB: Martyn Pert, Manchester United first-team coach, is expected to leave Old Trafford. He is due to follow Kieran McKenna to Ipsw…",en,2021-12-16T17:09:19.000Z,Twitter for Android,False,
1471527870363095041,1471527870363095041,1000493847858868226,0,13,"""É melhor tê-lo no seu time do que contra você. Ele sempre faz a diferença. Veja o que ele fez na #UCL. O Manchester United não estaria nas oitavas de final sem ele.""

- Demiral sobre Cristiano Ronaldo https://t.co/GEKYSYxSNk",pt,2021-12-16T17:09:18.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGvqzABXsAULWNS.jpg
1471527863530708999,1471527863530708999,1383487619682635778,0,0,🇬🇧 | #URGENTE - CORONAVIRUS: Un brote de COVID en el complejo de entrenamiento del Manchester United ha obligado a posponer el partido del sábado contra Brighton.,es,2021-12-16T17:09:16.000Z,Twitter for Android,False,
1471527838411018240,1471527838411018240,903348872268972034,154,0,"RT @mufcMPB: Amadou Haidara: “Everyone had a favorite team as a kid. Mine was Manchester United. I was a big fan of Ronaldo, I liked Schole…",en,2021-12-16T17:09:10.000Z,Twitter for Android,False,
1471527838306258945,1471527838306258945,820372761658978304,16,0,"RT @ArobaseGiovanny: Pas de Manchester United samedi, pas de Cristiano Ronaldo... encore.... 😮‍💨

2 matchs pour atteindre les 50 buts sur l…",fr,2021-12-16T17:09:10.000Z,Twitter for iPhone,False,
1471527836418809866,1471527836418809866,1218739421463433217,4,0,"RT @PMar7inezz: Manchester United vs Braighton , partido de Premier League con fecha para este Sábado 18 de Diciembre se suspendió por los…",es,2021-12-16T17:09:10.000Z,Twitter Web App,False,
1471527797516500994,1471527797516500994,1353465421286961152,5,0,"RT @tech_lagi: Siapa sangka penjaga gol terbaik dunia, David De Gea yang bermain untuk kelab terhebat, Manchester United memiliki pasukan e…",in,2021-12-16T17:09:01.000Z,Twitter for Android,False,
1471527785214656517,1471527785214656517,125737181,1,0,Otro golpe a la Premier: Manchester United informa de más casos de coronavirus y no jugará el sábado https://t.co/eJmXz9bs8Y,es,2021-12-16T17:08:58.000Z,Besocy_Oficial,False,
1471527783687811074,1471527783687811074,29627447,17,0,"RT @usmntonly: A look at 16-year-old Kristian Fletcher, who is expected to sign with Borussia Dortmund, per @KeithCostigan. 

He trialed at…",en,2021-12-16T17:08:57.000Z,Twitter for iPhone,False,
1471527762724896771,1471527762724896771,30728328,0,0,"Just posted a photo @ Manchester, United Kingdom https://t.co/fh9qLrOGOa",en,2021-12-16T17:08:52.000Z,Instagram,False,
1471527748757819397,1471527748757819397,1021691870668353537,1,0,RT @Adebola36199498: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priorit…,en,2021-12-16T17:08:49.000Z,sportpeda,False,
1471527745402413063,1471527745402413063,193736253,1,2,"New episode of The Busby Babe Podcast:

Colin, Nathan, and Pauly are back to talk about the resurgence of Covid cases in football, Ralf Rangnick ball at Manchester United so far, and worries around Rashford’s form in a struggling forward line. #MUFC https://t.co/1mEz9dKBtB",en,2021-12-16T17:08:48.000Z,Chorus publishing platform,False,
1471527728239321092,1471527728239321092,997916292341469184,5,0,RT @UtdDistrict: Read more here: https://t.co/sg2ESuN4MO,en,2021-12-16T17:08:44.000Z,Twitter for iPhone,False,
1471527702830198785,1471527702830198785,1138502999695867904,1479,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:08:38.000Z,Twitter for iPhone,False,
1471527656072126468,1471527656072126468,4827531986,3,0,"RT @kAppsIRL: Estamos en directo!🔥🧢🔥
 
🚨Menú del día: (Aprox.)
#FM22
- ⏰15:00 🇪🇸 Oxford City &gt; Dia de formar la Nueva Plantilla
#FIFA22 #Mo…",es,2021-12-16T17:08:27.000Z,Twitter for Android,False,
1471527641446551553,1471527641446551553,1021691870668353537,1,0,"RT @WorldinSport: Manchester United fixtures in doubt as 19 positive Coronavirus cases recorded #Football #MUFC
https://t.co/Bv14jbgyZ7",en,2021-12-16T17:08:24.000Z,sportpeda,False,
1471527625839550469,1471527625839550469,1244148000206647296,658,0,"RT @premierleague: Manchester United’s fixture against Brighton &amp; Hove Albion this weekend has been postponed by the #PL Board today 

It i…",en,2021-12-16T17:08:20.000Z,Twitter for Android,False,
1471527623054532609,1471527623054532609,3403957024,1124,0,RT @OficialSala12: Mbappé comemorando seu 100° gol com a camisa do PSG do mesmo jeito que Cristiano Ronaldo comemorou seu 100° gol pelo Man…,pt,2021-12-16T17:08:19.000Z,Twitter for iPhone,False,
1471527604431638532,1471527604431638532,1176833561489375232,2,0,"RT @idextratime: Pertandingan tim U-23 Manchester United melawan Chelsea besok akan ditunda setelah beberapa pemain positif COVID-19.

📝 @s…",in,2021-12-16T17:08:15.000Z,Twitter for Android,False,
1471527602343055361,1471527602343055361,1421421474510872580,0,0,Manchester United vs Brighton Postponed over Covid Outbreak: Premier League https://t.co/q9ay7Wnkv9,en,2021-12-16T17:08:14.000Z,WordPress.com,False,
1471527595552423937,1471527595552423937,913949881181536262,0,0,"@Luxas12_ @passezon @sergio20922 @10fabiomorais @TNTSportsBR o vasco de romário foi um dos melhores times da história do futebol, se jogasse 50 vezes com o manchester united, ganharia as 50",pt,2021-12-16T17:08:13.000Z,Twitter for Android,False,
1471527595141476360,1471527595141476360,1040520377796124672,1,0,RT @melo_mylo: Diego Costa has more trophies (2) with Atlético Mineiro in 1 week than Bruno Penandez has (0) with Manchester United in 2 ye…,en,2021-12-16T17:08:12.000Z,Twitter for iPhone,False,
1471527578662019074,1471527578662019074,125949876,0,0,"Manchester United only had nine players available for the midweek match at Brentford, which was postponed, and just seven for Saturday's home game against Brighton, which has now also been called off. It begs the question, why are matches not being canned sooner?",en,2021-12-16T17:08:09.000Z,Twitter Web App,False,
1471527566553006082,1471527566553006082,1323826004419366913,0,0,"Metro:  Ralf Rangnick set for more backroom changes with two Manchester United coaches on verge of exit
#football
 https://t.co/yTEIKKZUHB",en,2021-12-16T17:08:06.000Z,Newsnoon,False,
1471527560358113291,1471527560358113291,1242733367235395590,518,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:08:04.000Z,Twitter for iPhone,False,
1471527546500042761,1471527546500042761,1349089800800890882,1,1,"Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority is to play. Whether it will happen in January or summer, it will depend on the offers 🔴 #MUFC

NO talks ongoing with Ajax, as things stand. 🇳🇱 #Ajax #AskDhami https://t.co/nqBsxyxISF",en,2021-12-16T17:08:01.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGvqgM9WUAM0WUU.jpg
1471527517622190083,1471527517622190083,813701083365134336,28,0,"RT @City_Xtra: Oleksandr Zinchenko on #ManCity's rivals for the #PL title: “I think Chelsea, Liverpool and Manchester United all at once...…",en,2021-12-16T17:07:54.000Z,Twitter for iPhone,False,
1471527517412540419,1471527517412540419,1176833561489375232,23,0,RT @idextratime: ✅ RESMI: Laga Manchester United vs Brighton pada akhir pekan nanti ditunda karena banyaknya kasus positif Covid-19 yang te…,in,2021-12-16T17:07:54.000Z,Twitter for Android,False,
1471527514476584968,1471527514476584968,1257743522666553345,1479,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:07:53.000Z,Twitter for Android,False,
1471527489595969544,1471527489595969544,2526680536,91,0,"RT @DeadlineDayLive: 🚨 Dean Henderson wants to leave Manchester United in January to get more game-time. 

(Source: @fabrizioromano) https:…",en,2021-12-16T17:07:47.000Z,Twitter for iPhone,False,
1471527488983552008,1471527488983552008,168805097,1,0,"Manchester United fixtures in doubt as 19 positive Coronavirus cases recorded #Football #MUFC
https://t.co/Bv14jbgyZ7",en,2021-12-16T17:07:47.000Z,FS-Poster APP,False,
1471527478132805632,1471527478132805632,1059586038027468800,6,0,RT @DiablosRojosEs: Oficial: El partido de Manchester United vs Brighton por la Premier League de este sábado ha sido aplazado. (I) #MUFC,es,2021-12-16T17:07:45.000Z,Twitter for Android,False,
1471527476861935618,1471527476861935618,1222927522033094656,2,12,"Pertandingan tim U-23 Manchester United melawan Chelsea besok akan ditunda setelah beberapa pemain positif COVID-19.

📝 @samuelluckhurst https://t.co/dgjLggH0ad",in,2021-12-16T17:07:44.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGvqcO1VcAE5jXR.jpg
1471527473380687876,1471527473380687876,716086826122022912,63,0,"RT @CristianoXtra_: Merih Demiral:

""Cristiano Ronaldo made a big difference in the group, without his goals, Manchester United will not qu…",en,2021-12-16T17:07:43.000Z,Twitter for Android,False,
1471527470172184577,1471527470172184577,2207830737,519,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:07:43.000Z,Twitter for Android,False,
1471527460411949056,1471527460411949056,1298354660802166787,0,0,"@Portal_Xavante Que time vocês torcem em cada país? 
🇩🇪- Dortmund
🇦🇷- Boca
🇧🇷- Botafogo
🇪🇸- Real Madrid
🇮🇹- Juventus
🇬🇧- Manchester United
🇵🇹- Sporting",pt,2021-12-16T17:07:40.000Z,Twitter Web App,False,
1471527442053480461,1471527442053480461,3891320457,91,0,"RT @DeadlineDayLive: 🚨 Dean Henderson wants to leave Manchester United in January to get more game-time. 

(Source: @fabrizioromano) https:…",en,2021-12-16T17:07:36.000Z,Twitter for iPhone,False,
1471527418615767047,1471527418615767047,757223171875565568,65,0,RT @EmmanuelQuenzie: I stake long bet wey they postponed Manchester united and Brighton match. The way Oyigbo go rip me err. Sika no koraa…,en,2021-12-16T17:07:30.000Z,Twitter for iPhone,False,
1471527372138688514,1471527372138688514,1373600116658089986,520,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:07:19.000Z,Twitter Web App,False,
1471527347375382532,1471527347375382532,1260735456,0,0,Louis Saha slams Cristiano Ronaldo pressing critics at Manchester United https://t.co/kddh07SAAQ,en,2021-12-16T17:07:13.000Z,WordPress.com,False,
1471527320846577677,1471527320846577677,469846781,0,0,Manchester United Confirm the Postponement of Game against Brighton https://t.co/fiylw3tNHq,en,2021-12-16T17:07:07.000Z,WordPress.com,False,
1471527305231142915,1471527305231142915,1088661616323907585,0,2,Manchester United mens players can’t play due to Covid yet Manchester United women’s can continue:.. maybe Manchester United mens should borrow a few women’s players which would allow them to continue and then maybe they’d win a few games. 👊🏽,en,2021-12-16T17:07:03.000Z,Twitter for iPhone,False,
1471527299350728711,1471527299350728711,1392857236217737218,17,0,"RT @usmntonly: A look at 16-year-old Kristian Fletcher, who is expected to sign with Borussia Dortmund, per @KeithCostigan. 

He trialed at…",en,2021-12-16T17:07:02.000Z,Twitter for iPhone,False,
1471527286558142468,1471527286558142468,997222389179183104,65,0,RT @EmmanuelQuenzie: I stake long bet wey they postponed Manchester united and Brighton match. The way Oyigbo go rip me err. Sika no koraa…,en,2021-12-16T17:06:59.000Z,Twitter for iPhone,False,
1471527284700073984,1471527284700073984,839906042058166272,0,0,Premier League: Manchester United vs Brighton Postponed Over COVID-19 Outbreak https://t.co/F3mAn12qvx,en,2021-12-16T17:06:58.000Z,WordPress.com,False,
1471527215343022085,1471527215343022085,3078874833,105,0,"RT @GoalNews: Leicester vs Tottenham ❌
Manchester United vs Brighton ❌

Two more Premier League matches have now been postponed due to Covi…",en,2021-12-16T17:06:42.000Z,Twitter Web App,False,
1471527214898425856,1471527214898425856,1353723097669652485,65,0,RT @EmmanuelQuenzie: I stake long bet wey they postponed Manchester united and Brighton match. The way Oyigbo go rip me err. Sika no koraa…,en,2021-12-16T17:06:42.000Z,Twitter for Android,False,
1471527214286000131,1471527214286000131,1312859315640979475,0,0,Cavani está em fim de contrato com o Manchester United e sonha disputar a Copa do Catar caso o Uruguai obtenha vaga. Seu acordo com os ingleses finda em 30 de junho de 2022 o que garante que em janeiro do próximo ano já poderá fazer um pré-contato com qualquer equipe do planeta.,pt,2021-12-16T17:06:42.000Z,Twitter Web App,False,
1471527210297221124,1471527210297221124,2724210147,37,0,"RT @lnstantFoot: OFFICIEL !

Initialement prévu samedi, le match de Manchester United contre Brighton est annulé (COVID) ! https://t.co/9hC…",fr,2021-12-16T17:06:41.000Z,Twitter for iPhone,False,
1471527192530235396,1471527192530235396,1349089800800890882,1,0,"RT @Lawrett89725971: 🚨 In addition to the Leicester City - Tottenham match to be played tonight in the English Premier League, Saturday's M…",en,2021-12-16T17:06:37.000Z,Twitter for Android,False,
1471527188113641476,1471527188113641476,1255664050362515457,520,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:06:35.000Z,Twitter for iPhone,False,
1471527185521549316,1471527185521549316,1216062552381280257,473,0,"RT @citehchants: Alternative Commentary # 42 

Manchester City 7-0 Leeds United

Enjoy. 

 https://t.co/o9KJ4k3daG",en,2021-12-16T17:06:35.000Z,Twitter for Android,False,
1471527165506338817,1471527165506338817,1452730505787551750,0,0,The Premier League is affected by the epidemic 　 Manchester United announces that the match against Brighton needs to be postponed - #the_football_association #manchester_united #premier_league #united_kingdom #manchester #postponed #brighton https://t.co/HawsZD5s4v,en,2021-12-16T17:06:30.000Z,Twitter,False,
1471527142739652614,1471527142739652614,894964899893391360,12,0,RT @theutdjournal: 📝 — Manchester United assistant Kieran McKenna has been granted permission to speak to Ipswich Town about their vacant m…,en,2021-12-16T17:06:25.000Z,Twitter for Android,False,
1471527136259457038,1471527136259457038,89619136,520,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:06:23.000Z,Twitter for Android,False,
1471527129485615109,1471527129485615109,1075518257950531584,17,0,"RT @ArobaseGiovanny: Pas de Manchester United samedi, pas de Cristiano Ronaldo... encore.... 😮‍💨

2 matchs pour atteindre les 50 buts sur l…",fr,2021-12-16T17:06:21.000Z,Twitter for iPhone,False,
1471527122921570306,1471527122921570306,1162064979471867904,1124,0,RT @OficialSala12: Mbappé comemorando seu 100° gol com a camisa do PSG do mesmo jeito que Cristiano Ronaldo comemorou seu 100° gol pelo Man…,pt,2021-12-16T17:06:20.000Z,Twitter for Android,False,
1471527107901722624,1471527107901722624,1265366834343219202,0,0,"Covid, Leicester-Tottenham e Manchester United-Brighton rinviate https://t.co/v5KOtkJocm",en,2021-12-16T17:06:16.000Z,WordPress.com,False,
1471527100423229444,1471527100423229444,750975496024915968,1124,0,RT @OficialSala12: Mbappé comemorando seu 100° gol com a camisa do PSG do mesmo jeito que Cristiano Ronaldo comemorou seu 100° gol pelo Man…,pt,2021-12-16T17:06:15.000Z,Twitter for iPhone,False,
1471527098351177728,1471527098351177728,915812659286573056,31,0,RT @RangnaIdo: Mbappé celebrating his 100th goal with the PSG shirt the same way Cristiano Ronaldo celebrated his 100th goal for Manchester…,en,2021-12-16T17:06:14.000Z,Twitter for iPhone,False,
1471527096518418441,1471527096518418441,1330443738804613120,65,0,RT @EmmanuelQuenzie: I stake long bet wey they postponed Manchester united and Brighton match. The way Oyigbo go rip me err. Sika no koraa…,en,2021-12-16T17:06:14.000Z,Twitter for iPhone,False,
1471527067070124039,1471527067070124039,1405407931127021571,520,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:06:07.000Z,Twitter for iPhone,False,
1471527050527846406,1471527050527846406,1330598470265266182,0,0,"🎙️José Mourinho (2015):

""Televizyonda Chelseali bir yorumcu yok. Her zaman Manchester United veya Liverpool'dan birileri var. 75 yaşında emekli olduğumda ben de yorumcu olacağım ve ölümüne Chelsea'yi savunacağım."" https://t.co/KdfPNGfOgK",tr,2021-12-16T17:06:03.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGvqDOeXEAURyZV.jpg
1471527049030475789,1471527049030475789,1046347882062843906,658,0,"RT @premierleague: Manchester United’s fixture against Brighton &amp; Hove Albion this weekend has been postponed by the #PL Board today 

It i…",en,2021-12-16T17:06:02.000Z,Twitter for Android,False,
1471527033205317636,1471527033205317636,1118933903639744513,63,0,RT @mufcMPB: Anthony Elanga is on the verge of signing a new long-term contract at Manchester United. Terms have been agreed. #MUFC [@Chris…,en,2021-12-16T17:05:59.000Z,Twitter for iPhone,False,
1471527025559097345,1471527025559097345,57299064,1,27,Manchester United receive Aurelien Tchouameni transfer response from Monaco chief https://t.co/8O8Dv778uU,en,2021-12-16T17:05:57.000Z,TweetDeck,False,
1471527019963981824,1471527019963981824,1206574520917729280,1,2,"Diego Costa has more trophies (2) with Atlético Mineiro in 1 week than Bruno Penandez has (0) with Manchester United in 2 years 

😂💔😭😭 https://t.co/nPaImarPzs",en,2021-12-16T17:05:55.000Z,Twitter for Android,False,https://pbs.twimg.com/media/FGvqAKKWYAsmAKW.jpg
1471527018483306502,1471527018483306502,1138502999695867904,108,0,"RT @TeamCRonaldo: Merih Demiral : 

""Ronaldo made a big difference in the group, without his goals, Manchester United will not qualify for…",en,2021-12-16T17:05:55.000Z,Twitter for iPhone,False,
1471526996547014662,1471526996547014662,1437096844471857152,5,0,RT @ManUtdMEN: Manchester United vs Brighton postponed 😩 #mufc https://t.co/ZB3Y5NNTfs,en,2021-12-16T17:05:50.000Z,Twitter for Android,False,
1471526994600935437,1471526994600935437,3078874833,107,0,"RT @ActuFoot_: 🔴 Initialement prévue samedi, la rencontre entre Manchester United et Brighton est reportée à cause de cas de Covid-19 au se…",fr,2021-12-16T17:05:49.000Z,Twitter Web App,False,
1471526989983006726,1471526989983006726,247230247,0,0,@soin_jean @AlexofLyon @S12_Schokt @Lino_Treize Non je me souviens des 9 de Chelsea ... de Liverpool ... de Manchester United... etc... Barca Réal Milan Juventus... bref pour dire que lacazette en allant à Arsenal a fait un excellent choix surtout en terme de notoriété.,fr,2021-12-16T17:05:48.000Z,Twitter for Android,False,
1471526984148791298,1471526984148791298,3078874833,521,0,RT @brfootball: The Premier League confirm that Manchester United's game against Brighton on Saturday will be postponed due to rise of COVI…,en,2021-12-16T17:05:47.000Z,Twitter Web App,False,
1471526924128186372,1471526924128186372,1352924590092255232,0,0,"I hate hate hate Manchester United, but that man Marcus Rashford is an angel bro. Everything he has done is absolutely stupendous. Love ya man💙 @MarcusRashford",en,2021-12-16T17:05:33.000Z,Twitter Web App,False,
1471526915571957763,1471526915571957763,1118933903639744513,82,0,RT @mufcMPB: Manchester United coach Martyn Pert is in advanced talks to join Ipswich with Kieran McKenna. #MUFC [@ChrisWheelerDM],en,2021-12-16T17:05:30.000Z,Twitter for iPhone,False,
1471526913185255424,1471526913185255424,2794967826,1480,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:05:30.000Z,Twitter for iPhone,False,
1471526887109263362,1471526887109263362,802322035,5,0,"RT @tech_lagi: Siapa sangka penjaga gol terbaik dunia, David De Gea yang bermain untuk kelab terhebat, Manchester United memiliki pasukan e…",in,2021-12-16T17:05:24.000Z,Twitter for Android,False,
1471526883124727816,1471526883124727816,3078874833,156,0,"RT @ChampionsLeague: 𝗧𝗛𝗥𝗘𝗔𝗗: Acrobatic Manchester United goals!

#TBT | #UCL https://t.co/mtPufDb1dS",en,2021-12-16T17:05:23.000Z,Twitter Web App,False,https://pbs.twimg.com/media/FGu8vnQXIAQL_y9.jpg
1471526869212307458,1471526869212307458,958796110113509376,11,0,RT @ManUtdMEN: Luis Suarez gives verdict on Cristiano Ronaldo battle in Man United vs Atletico Madrid fixture #mufc #UCL https://t.co/pyYBp…,en,2021-12-16T17:05:19.000Z,Twitter for Android,False,
1471526867199049728,1471526867199049728,1096193031349391360,18,0,RT @damselkk: Can’t wait to see my Manchester United back again this weekend 🙏🏼,en,2021-12-16T17:05:19.000Z,Twitter for Android,False,
1471526860110577672,1471526860110577672,1151338604,0,0,"El uruguayo, de salida del Manchester United, figura en la carpeta de Boca. Pero también lo pretenden Barcelona y Palmeiras de Brasil. Hasta los hinchas de Boca desconfían de la noticia.  https://t.co/EvZGkyn2z1",es,2021-12-16T17:05:17.000Z,Tadevel Platform,False,
1471526859129171970,1471526859129171970,172795770,0,0,"El uruguayo, de salida del Manchester United, figura en la carpeta de Boca. Pero también lo pretenden Barcelona y Palmeiras de Brasil. Hasta los hinchas de Boca desconfían de la noticia.  https://t.co/0PBh1M3n6U",es,2021-12-16T17:05:17.000Z,Tadevel Platform,False,
1471526855815610368,1471526855815610368,773485929969414148,0,0,"Manchester United COVID-19 outbreak forces postponement of
Brighton game    https://t.co/ZhfkAZwZ1e    #China",en,2021-12-16T17:05:16.000Z,Microsoft Power Platform,False,
1471526851914915841,1471526851914915841,290541197,2,0,"RT @KingOfCheers: İnatla zirveden inmeyen bir isim daha...

@cagilozgeozkul ve @parmamaniac ile Krallık Zirvesi'nin bu haftaki konusu Crist…",tr,2021-12-16T17:05:15.000Z,Twitter for iPhone,False,
1471526850962726914,1471526850962726914,4646479566,1480,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:05:15.000Z,Twitter for iPad,False,
1471526840372244491,1471526840372244491,1438863833297260551,82,0,RT @mufcMPB: Manchester United coach Martyn Pert is in advanced talks to join Ipswich with Kieran McKenna. #MUFC [@ChrisWheelerDM],en,2021-12-16T17:05:13.000Z,Twitter for iPhone,False,
1471526825314566146,1471526825314566146,349066703,2,0,RT @UtdDistrict: Read more here: https://t.co/sg2ESv4FEm,en,2021-12-16T17:05:09.000Z,Twitter for iPhone,False,
1471526820201652225,1471526820201652225,1419486492649566212,0,0,Manchester United @ManUtd fans all have the same fear after Brighton decision https://t.co/abnKfoiaiW 👈👈 details on link 😉 https://t.co/Mp3pxaCqbD,en,2021-12-16T17:05:08.000Z,dlvr.it,False,https://pbs.twimg.com/media/FGvp2F1VcAI7xXT.jpg
1471526814245916675,1471526814245916675,1345736710328606723,65,0,RT @EmmanuelQuenzie: I stake long bet wey they postponed Manchester united and Brighton match. The way Oyigbo go rip me err. Sika no koraa…,en,2021-12-16T17:05:06.000Z,Twitter for iPhone,False,
1471526774156587008,1471526774156587008,883254150183702529,1480,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:04:57.000Z,Twitter for Android,False,
1471526769987657729,1471526769987657729,1354250827515502596,0,1,@ErlingHaaland @BVB Come to manchester united and be a hero,en,2021-12-16T17:04:56.000Z,Twitter for iPhone,False,
1471526765755568133,1471526765755568133,1392576949894123525,1,0,"#PremierLeague Estos son los partidos pospuestos en la Premier League debido al Covid por ahora.

Brighton v Tottenham
Brentford v Man United
Burnley v Watford
Leicester v Tottenham
Manchester United v Brighton

Casos de Covid en casi todos los clubes de la PL. https://t.co/ic1VZIdwaJ",es,2021-12-16T17:04:55.000Z,Twitter Web App,False,https://pbs.twimg.com/media/FGvpqiXXoAQAfHG.jpg
1471526764308484103,1471526764308484103,602218755,0,0,Manchester United won’t play on Saturday too https://t.co/rZ1D9vOu6F,en,2021-12-16T17:04:54.000Z,Twitter for iPhone,False,https://pbs.twimg.com/media/FGvpyMFWQAUAwvH.jpg
1471526764270792704,1471526764270792704,4260571437,1124,0,RT @OficialSala12: Mbappé comemorando seu 100° gol com a camisa do PSG do mesmo jeito que Cristiano Ronaldo comemorou seu 100° gol pelo Man…,pt,2021-12-16T17:04:54.000Z,Twitter for Android,False,
1471526758759505921,1471526758759505921,984798145241649152,65,0,RT @EmmanuelQuenzie: I stake long bet wey they postponed Manchester united and Brighton match. The way Oyigbo go rip me err. Sika no koraa…,en,2021-12-16T17:04:53.000Z,Twitter for iPhone,False,
1471526739750932481,1471526739750932481,257965632,0,49,"Anthony Elanga está cerca de renovar su contrato a largo plazo con el Manchester United.

Se comenta que ha impresionado mucho a Ralf Rangnick [Telegraph] https://t.co/Qb4xBmPht8",es,2021-12-16T17:04:49.000Z,TweetDeck,False,https://pbs.twimg.com/media/FGvpv9nXIAMI5lW.jpg
1471526705579892737,1471526705579892737,324875229,28,0,"RT @paddypower: Manchester United coach, Kieran McKenna is set to be confirmed as the new Ipswich Town manager.

McKenna has also been conf…",en,2021-12-16T17:04:40.000Z,Twitter for iPhone,False,
1471526705525403661,1471526705525403661,1187535342506782721,0,2,"🔴 O assistente do Manchester United, Kieran McKenna, recebeu permissão para falar com Ipswich Town sobre assumir o cargo de técnico. O clube não vai atrapalhar, pois é uma grande oportunidade para a carreira dele.

🗞️ @AdamCrafton_ via @TheAthleticUK",pt,2021-12-16T17:04:40.000Z,Twitter Web App,False,
1471526702564397057,1471526702564397057,1151012628107390976,8,0,"RT @GoalJP_Official: 🏴󠁧󠁢󠁥󠁮󠁧󠁿再び陽性者か🦠

選手らの新型コロナの陽性によって中止していた練習を15日から再開した #マンチェスター・ユナイテッド。

しかし、『BBC』は事前検査で陽性が出た選手が参加できず、今後の活動も不透明と報じている。

ht…",ja,2021-12-16T17:04:40.000Z,Twitter for iPhone,False,
1471526686642556938,1471526686642556938,326340551,1,0,RT @la_patilla: Buen gesto: Manchester United donará 170 toneladas de comida a personas necesitadas estas navidades https://t.co/LDcb8pJe2M…,es,2021-12-16T17:04:36.000Z,Twitter Web App,False,
1471526677062766601,1471526677062766601,3078874833,1480,0,RT @FabrizioRomano: Dean Henderson’s always been respectful and professional but he’s now prepared to leave Manchester United. His priority…,en,2021-12-16T17:04:34.000Z,Twitter Web App,False,
