,user_id,username,created_at,description,profile_image_url,protected,verified,followers_count,following_count,tweet_count,listed_count
1107290612439662592,1107290612439662592,netopistola10,2019-03-17T14:40:29.000Z,"Especialista em entender o que é o Corinthians!
Análise, informações, curiosidades e a minha opinião!",https://pbs.twimg.com/profile_images/1468719655120482304/brs1BOy-_normal.jpg,False,False,4190,787,28244,8
907952171697807361,907952171697807361,RafaelP_Soares,2017-09-13T13:00:41.000Z,📰 Jornalista em @Record_Portugal,https://pbs.twimg.com/profile_images/1136667611830411266/VO5oH_Vl_normal.png,False,False,496,301,2034,3
135783107,135783107,detiksport,2010-04-22T06:54:14.000Z,"Akun resmi situs berita olahraga 
Contact: redaksi@detiksport.com | info@detiksport.com | promosi@detik.com",https://pbs.twimg.com/profile_images/1358972313656430593/xpeaVeAu_normal.jpg,False,False,3734738,314,330752,2236
69183155,69183155,detikcom,2009-08-27T03:03:05.000Z,Official Twitter of https://t.co/qldGGYWfHu. redaksi@detik.com | promosi@detik.com | Android: https://t.co/l5tQVBgqbD iPhone: https://t.co/NleJXySGkT,https://pbs.twimg.com/profile_images/1435960723968970760/4cYRs0FC_normal.jpg,False,True,17314098,30,1912241,13217
119756805,119756805,lazmorca,2010-03-04T15:14:06.000Z,fun is my middle name,https://pbs.twimg.com/profile_images/1357962444770017282/LODbmisY_normal.jpg,False,False,1175,129,70245,23
765970759189721088,765970759189721088,MontElliott,2016-08-17T17:57:14.000Z,,https://pbs.twimg.com/profile_images/1290075296134311939/AV2FNnJe_normal.jpg,False,False,168,1798,17498,0
1429530975738990594,1429530975738990594,aleeexxxx77,2021-08-22T19:48:48.000Z,@Corinthians,https://pbs.twimg.com/profile_images/1429531099760369670/IdFgRn0y_normal.jpg,False,False,224,206,6476,0
321665528,321665528,TechCypher_,2011-06-21T23:10:10.000Z,Prolific | Creative | 3rd Child | Tech Enthusiast  For partnership Send  📩 Techreviewwithcypher@gmail.com,https://pbs.twimg.com/profile_images/1469294067951575047/a2a_ShkD_normal.jpg,False,False,8485,4140,173949,23
1426127660,1426127660,TallestSays,2013-05-13T18:41:11.000Z,Water | Shoes | Clothes,https://pbs.twimg.com/profile_images/1412105628537995270/UqCjjZqG_normal.jpg,False,False,1790,1662,49348,6
2298080055,2298080055,Jogo_5,2014-01-22T21:24:37.000Z,"I STEAL YOUR TWEETS TO BE FAMOUS 👀 💪🏽 life is too precious but not guaranteed, I want to die young as late as possible.",https://pbs.twimg.com/profile_images/1048594119659085824/DVEsPp2Z_normal.jpg,False,False,564,841,82240,2
1030851732308414465,1030851732308414465,xHoolihanx,2018-08-18T16:19:40.000Z,28 | All English Football,https://pbs.twimg.com/profile_images/1302412011897262080/FC9ar976_normal.jpg,False,False,4309,896,8951,24
1327211428130897921,1327211428130897921,shlok_31,2020-11-13T11:27:26.000Z,,https://pbs.twimg.com/profile_images/1327211880599805952/WrDUYsCB_normal.jpg,False,False,5,33,121,0
137581346,137581346,mixingdesk71,2010-04-27T04:34:59.000Z,"Better to burn out, than fade away. Fmr Hack🔥Flamethrower of opinion.👀Offer ounce of perception, pound of obscure. ASD Adv. Boss Tragic🎸#BLM #RebuildSA #MUFC",https://pbs.twimg.com/profile_images/1415867426361671681/UQZ-X3NU_normal.jpg,False,False,1066,1339,96965,5
2173923924,2173923924,2dare_2do,2013-11-04T12:27:25.000Z,i hAtE f̶o̶o̶t̶b̶a̶l̶l̶ ᵕ᷄≀ ̠˘᷅ 💭⚽️•••••••••••••••••••••••••••••••🏆,https://pbs.twimg.com/profile_images/1468827162731941888/-DaMgawZ_normal.jpg,False,False,611,209,28867,3
232629239,232629239,Hakeem_jnr,2010-12-31T18:44:15.000Z,"The ability to speak several languages is an asset, but the ability to keep your mouth shut in any language is priceless.",https://pbs.twimg.com/profile_images/1464809105722380291/iCMBaiU2_normal.jpg,False,False,1769,939,269590,15
967223024067006465,967223024067006465,thewordsmith_,2018-02-24T02:21:53.000Z,Philosopher📍Wordsmith📍@ChelseaFCW,https://pbs.twimg.com/profile_images/1185703354548273153/2FLBJOPw_normal.jpg,False,False,9455,7500,144009,5
1305002642079272960,1305002642079272960,TimesWC,2020-09-13T04:37:45.000Z,The World Capital Times is an International English Language Newspaper. It's a News & Media Website · Broadcasting & an International Press Agency,https://pbs.twimg.com/profile_images/1428729698822021122/iGP8RLI5_normal.jpg,False,False,85,56,37527,1
1315848415566352384,1315848415566352384,Neliosmeraldino,2020-10-13T02:54:59.000Z,"Nélio Martins, 18 anos, e infelizmente nasceu esmeraldino.",https://pbs.twimg.com/profile_images/1435424497151188995/eltrmDM0_normal.jpg,False,False,125,100,3817,1
1270722365387714564,1270722365387714564,unitedattackID,2020-06-10T14:20:05.000Z,"All about Manchester United 🔴
Tim terbaik di muka bumi ini.",https://pbs.twimg.com/profile_images/1429315409312829445/5IrV2ydM_normal.jpg,False,False,449,52,2129,4
1491317870,1491317870,jhuniorsviloria,2013-06-07T21:14:19.000Z,I'M YOUR WORST NIGHTMARE.,https://pbs.twimg.com/profile_images/824420458699362304/TCu8yP70_normal.jpg,False,False,24,168,55048,7
1105124152338460672,1105124152338460672,SystemTitanium,2019-03-11T15:11:44.000Z,,https://pbs.twimg.com/profile_images/1371135250823266306/2_ynb-lJ_normal.jpg,False,False,513,346,62290,0
1413007037743738880,1413007037743738880,sccp_burati,2021-07-08T05:46:49.000Z,"Minha conta foi banida @edburati, segue ai",https://pbs.twimg.com/profile_images/1469825008302268420/fnAcZ6Ka_normal.jpg,False,False,359,488,19894,0
2270619169,2270619169,josbondi,2013-12-31T17:12:00.000Z,"Católica,me gusta el cine,la música,  leer,los animales y compartir cosas interesantes en Twitter.
#ElClubDeLosBeatles.",https://pbs.twimg.com/profile_images/1467841331200466951/7Rm6wOnD_normal.jpg,False,False,936,94,467136,71
2462180185,2462180185,benficafanmex,2014-04-24T20:40:36.000Z,,https://pbs.twimg.com/profile_images/493847731941560320/vlQoiQ0B_normal.png,False,False,2,9,68,0
2242992854,2242992854,luis_memo88,2013-12-12T22:15:16.000Z,"fanático del fútbol en general sobre todo de mi querido @CSDColocolo 🇨🇱 🌳🌳🌳🌳 donde además soy socio que es un verdadero honor !! ⚪⚫
la lectura y la musica",https://pbs.twimg.com/profile_images/815278378152509440/kGTt8Md8_normal.jpg,False,False,2378,1843,291354,34
1349463915915321344,1349463915915321344,JAOSCCP1910,2021-01-13T21:10:52.000Z,@Corinthians sempre,https://pbs.twimg.com/profile_images/1396186820212400128/yawnBPH0_normal.jpg,False,False,31,93,1781,0
1130657613434302464,1130657613434302464,Hamit45782942,2019-05-21T02:12:36.000Z,Una gitana hermosa tiro las cartas!!! Me dijo que el albirojo salía campeón. ❤️🇲🇨,https://pbs.twimg.com/profile_images/1459228587165372421/vT1tVApJ_normal.jpg,False,False,180,262,8622,0
1096487668823805952,1096487668823805952,Gabriel_pereir5,2019-02-15T19:13:26.000Z,@Corinthians❤ @FCBarcelona❤,https://pbs.twimg.com/profile_images/1447586097417043970/vtC3LgE5_normal.jpg,False,False,546,999,2847,0
1052119917753974784,1052119917753974784,RichestNational,2018-10-16T08:51:50.000Z,#Rich_Is_GOD🦍💰,https://pbs.twimg.com/profile_images/1459939457541591040/dwTGIO7w_normal.jpg,False,False,8702,8979,29995,1
146456090,146456090,RohitChat2611,2010-05-21T13:44:45.000Z,"Engineer turned forest officer| Very proudly adorn⭐⭐⭐ on my shoulders|
Range Forest Officer in MP|
Manchester United fan|
Movie buff",https://pbs.twimg.com/profile_images/1115239558101102592/e-9lGeGn_normal.jpg,False,False,292,564,20372,12
1267010406742024192,1267010406742024192,PancakeChubby,2020-05-31T08:30:08.000Z,Niran’s Hong Kongese version of himself,https://pbs.twimg.com/profile_images/1287369354745536512/gw0Ocgs5_normal.jpg,False,False,1,64,318,0
1369434667582189576,1369434667582189576,AvisUncharted,2021-03-09T23:47:34.000Z,Here for occasional laughs and civil discourse while maintaining my privacy because well…Twitter isn’t a real place 😱,https://pbs.twimg.com/profile_images/1369437481456787456/gnvN93wI_normal.jpg,False,False,0,128,245,0
1123042416783712257,1123042416783712257,SyahirSaifuddin,2019-04-30T01:52:32.000Z,.,https://pbs.twimg.com/profile_images/1398564738586451968/lN5eyEjM_normal.jpg,False,False,127,184,29819,0
927556948324732929,927556948324732929,365ScoresApp,2017-11-06T15:23:04.000Z,"App de deportes donde podrás encontrar notificaciones en vivo, noticias actualizadas, videos de los goles y más. Descargala gratis: https://t.co/SvMta1JX4t",https://pbs.twimg.com/profile_images/1468292484295974925/rUC7PpNX_normal.jpg,False,False,33789,2665,26690,97
972014311,972014311,600situp,2012-11-26T13:53:15.000Z,AL HAFIZ pilot to be.. pencinta quran #imaminthesky,https://pbs.twimg.com/profile_images/1311266553346682881/I34HCb4q_normal.jpg,False,False,976,953,93659,3
3017742044,3017742044,Futbolfergie2,2015-02-12T20:26:28.000Z,"Old account futbolfergie suspended, United fan through and through, up the reds! Fergie is football God.",https://pbs.twimg.com/profile_images/1466840788978044937/GPoL7iRS_normal.jpg,False,False,10,51,7076,0
3436189247,3436189247,bgod0y,2015-08-23T01:24:25.000Z,20 | pai da Jade 👨‍👧 |@flamengo | mcmlxx,https://pbs.twimg.com/profile_images/1461500226267754500/LNtRVZhA_normal.jpg,False,False,552,290,5473,0
1390484910083825666,1390484910083825666,MiguelS81937770,2021-05-07T01:53:47.000Z,,https://pbs.twimg.com/profile_images/1470382556206047234/jeSlvfaQ_normal.jpg,False,False,11,60,1546,0
1459942347769368578,1459942347769368578,CarenPereirade5,2021-11-14T17:52:51.000Z,Olá,https://pbs.twimg.com/profile_images/1459952047919403023/iAUHCAlH_normal.jpg,False,False,87,2113,10352,0
1395046469644734469,1395046469644734469,biel__crf,2021-05-19T15:59:50.000Z,"tenho metas pra cumprir, e muitas boca pra cala✍🏽🤐 // @ttdajuulia ♡",https://pbs.twimg.com/profile_images/1466127295995854849/gCQYWQfX_normal.jpg,False,False,1670,4884,36983,1
251365409,251365409,DanZ_alves,2011-02-13T00:24:52.000Z,Hello stranger | Sistemas de Informação em Universidade Metodista de São Paulo | SP#11 | Corinthians 🦅 | Packers 🏈 | •Panta Rei•,https://pbs.twimg.com/profile_images/1451379605701529600/1LMNojrn_normal.jpg,False,False,5755,5913,60363,71
1193359970,1193359970,YusoffFahmi,2013-02-18T14:37:51.000Z,💊🔴⚫️,https://pbs.twimg.com/profile_images/1444009836442644482/eJPcgnnT_normal.jpg,False,False,854,791,81268,6
1275337112385028097,1275337112385028097,RifkyHrmwnn,2020-06-23T07:57:27.000Z,Orgnya ke warung,https://pbs.twimg.com/profile_images/1369503008115937282/PNju8hPl_normal.jpg,False,False,6,44,630,0
1061419626431741952,1061419626431741952,UtdAdrian_,2018-11-11T00:45:33.000Z,⚽️ #MUFC @SanchoFacts #25 #6 #7 #9 #11 #Felix #CHO #Vinicius,https://pbs.twimg.com/profile_images/1398773281214414851/opIBn4e4_normal.jpg,False,False,211,226,6337,0
1212931787799711744,1212931787799711744,PrabuSKH_,2020-01-03T03:01:20.000Z,"My Love #ThalaAjith , #MSDhoni @Cristiano ♥ 

Movie Buff 📽️ Cinema Fan 🥳 Mollywood Love 🥰

Footballer | Manchester United,Real Madrid, Juventus 😍 Fan Boy 🦸",https://pbs.twimg.com/profile_images/1445420666350542850/lYdCksa__normal.jpg,False,False,158,829,43157,1
1281793337280921600,1281793337280921600,normieandflax_,2020-07-11T03:32:07.000Z,Adicto a la Coca-Cola y a Colo Colo. Hater de Britney Spears desde 1999.,https://pbs.twimg.com/profile_images/1467721727421542403/FRV1vM7F_normal.jpg,False,False,351,376,26862,1
695302349913509888,695302349913509888,maitidi21,2016-02-04T17:46:13.000Z,Don't care.,https://pbs.twimg.com/profile_images/1327922485426319360/-aqd_A_C_normal.jpg,False,False,815,1103,6628,0
302999463,302999463,Edalguejun,2011-05-22T04:02:58.000Z,Juniorista,https://pbs.twimg.com/profile_images/648269784262574080/p6LfKm4A_normal.jpg,False,False,109,837,37137,2
193500696,193500696,futebol_info,2010-09-21T23:55:56.000Z,Informando tudo sobre os bastidores do mundo do futebol. | Publicidade/parceria: contato.planetadofutebol@gmail.com ou DM. 📩,https://pbs.twimg.com/profile_images/1439005488256069636/ZL6D5DXy_normal.jpg,False,False,732543,1905,161770,875
1025783214374363136,1025783214374363136,IRonniery,2018-08-04T16:39:11.000Z,mais perdido que filho de puta no dia dos pais,https://pbs.twimg.com/profile_images/1469298056977911809/myHGi6Uc_normal.jpg,False,False,591,458,10691,0
1461351222934261765,1461351222934261765,Gabriel_xis6,2021-11-18T15:11:11.000Z,"SHH...
❤️😁",https://pbs.twimg.com/profile_images/1468411275579437062/9JIYY16C_normal.jpg,False,False,16,83,48,0
1238825901233770500,1238825901233770500,uknowisthursoeu,2020-03-14T13:54:59.000Z,"atenção, isso pode ser um poema
@flamengo",https://pbs.twimg.com/profile_images/1439772786432647169/vhqxHJT9_normal.jpg,False,False,141,396,7415,0
1388650137598271496,1388650137598271496,2dacuentaz,2021-05-02T00:22:55.000Z,"ex agusalbom | de Colo Colo, aunque duela | 20",https://pbs.twimg.com/profile_images/1470511581909774345/z7AH1igA_normal.jpg,False,False,104,144,7607,0
250769408,250769408,ArduousTOON,2011-02-11T19:30:30.000Z,NUFC and USMNT supporter. Massive Honda Fanatic! Following Toon fans from all around the globe.  HOWAY THE LADS! #TripleSixFiveFour,https://pbs.twimg.com/profile_images/1461188435121610759/-J3vJ2CQ_normal.jpg,False,False,1753,4059,23137,30
4672478292,4672478292,kokekkouta,2015-12-29T11:32:16.000Z,いくひ、めーせー、甘党,https://pbs.twimg.com/profile_images/1425486759840739334/eCz4bKhE_normal.jpg,False,False,212,182,1235,0
830811138929598464,830811138929598464,LuchiVeg,2017-02-12T16:09:46.000Z,,https://pbs.twimg.com/profile_images/1448258337645244426/WYzpv6Qk_normal.jpg,False,False,224,539,1312,0
1245088254514397189,1245088254514397189,titi_762,2020-03-31T20:40:12.000Z,,https://pbs.twimg.com/profile_images/1469100878602899456/45SXU-f0_normal.jpg,False,False,5608,1211,19805,1
14304692,14304692,Nettavisen,2008-04-04T17:42:04.000Z,Nettavisens offisielle twitterprofil,https://pbs.twimg.com/profile_images/1093496851632979968/W4zSKsj5_normal.jpg,False,False,19005,74,58881,171
923173074790318080,923173074790318080,shubhamaaghade1,2017-10-25T13:03:07.000Z,No one is perfect. However being a UNITED FAN is close enough.,https://pbs.twimg.com/profile_images/1431823619370340357/zCNN1w8I_normal.jpg,False,False,849,860,18013,2
778334271362695168,778334271362695168,fidels782,2016-09-20T20:45:25.000Z,,https://pbs.twimg.com/profile_images/1468260137253150726/UmdsBufY_normal.jpg,False,False,733,457,122689,5
1285424900732186624,1285424900732186624,realMUfan,2020-07-21T04:02:41.000Z,Real United fan🏴󠁧󠁢󠁥󠁮󠁧󠁿,https://pbs.twimg.com/profile_images/1431481599556665348/Afyq7mIt_normal.jpg,False,False,506,427,28714,1
2361836553,2361836553,aaronmac20,2014-02-23T23:29:44.000Z,,https://pbs.twimg.com/profile_images/1439650426010406917/osR_iElb_normal.jpg,False,False,42,315,428,0
1087008856331436032,1087008856331436032,baseeeeeeet,2019-01-20T15:28:01.000Z,@Manutd||football⚽lover||Mufc🔴 fan||#GGMU💪🔴,https://pbs.twimg.com/profile_images/1405971393506951174/mqWh_e1O_normal.jpg,False,False,612,598,38939,2
883405679976787970,883405679976787970,th_medinaa,2017-07-07T19:21:41.000Z,Didi da keke♥️ @neymarjr💙 @botafogo⚫⚪ JM💙,https://pbs.twimg.com/profile_images/1387973226245107713/GxLiHmOv_normal.jpg,False,False,618,865,28186,0
882062618160238592,882062618160238592,Devisinho01,2017-07-04T02:24:50.000Z,football player 🇧🇷/🇪🇸/🇫🇷/🇬🇧,https://pbs.twimg.com/profile_images/1405718777862438914/5m1tb2iZ_normal.jpg,False,False,3579,376,9255,0
1470449825791582215,1470449825791582215,tobiass37386258,2021-12-13T17:45:56.000Z,,https://pbs.twimg.com/profile_images/1470450302834855941/1quob7fM_normal.jpg,False,False,0,4,10,0
4215990083,4215990083,feernandes11,2015-11-18T06:46:49.000Z,@fanrodriguess 🥰💛,https://pbs.twimg.com/profile_images/1455609278438559747/Ddw1ru38_normal.jpg,False,False,513,291,25976,0
1405341899645411328,1405341899645411328,nicolas_alves01,2021-06-17T01:52:11.000Z,,https://pbs.twimg.com/profile_images/1412481615490654215/UspUGKPx_normal.jpg,False,False,101,551,2567,0
1398445009989517319,1398445009989517319,NachoAlb000,2021-05-29T01:04:41.000Z,21/ Del Colo 🖤,https://pbs.twimg.com/profile_images/1467179390454796289/ltpqbzea_normal.jpg,False,False,1406,603,35661,1
1258196100844044289,1258196100844044289,luizfelipe_bjj,2020-05-07T00:45:13.000Z,021•🌴,https://pbs.twimg.com/profile_images/1459744554798788608/mTyTkNfU_normal.jpg,False,False,758,777,8104,0
295027560,295027560,Edkhine,2011-05-08T07:05:09.000Z,aut vincere aut mori | #TeamOau | #AllHeartsAlways | #Humanity | Medical Doctor | Swimming | Scrabble | #iroCc = I rely on Christ completely.,https://pbs.twimg.com/profile_images/819439717498454016/2LHqzvlV_normal.jpg,False,False,2606,1875,190112,30
800134851886125056,800134851886125056,alwaysformomo,2016-11-20T00:33:09.000Z,"Twice World Domination 


Ay mi Madre El Bicho Siuuu


Superman y Capitán América los mejores héroes de la historia",https://pbs.twimg.com/profile_images/1415159043082031104/4O7T4qiF_normal.jpg,False,False,1217,4986,130760,7
158701229,158701229,_jaguar97,2010-06-23T11:08:59.000Z,Chelsea Real Madrid Golden State Warriors,https://pbs.twimg.com/profile_images/1470141257662050307/G3tGTCo9_normal.jpg,False,False,468,310,82978,5
488971979,488971979,rickyhardiman_,2012-02-11T01:46:06.000Z,,https://pbs.twimg.com/profile_images/1468852998415683584/Vg0CWc5b_normal.jpg,False,False,156,192,10787,2
2609414604,2609414604,genefave,2014-07-07T11:17:46.000Z,#BenzemaBallonDOr,https://pbs.twimg.com/profile_images/1260509213085831168/ndfTR_dt_normal.jpg,False,False,356,571,100985,3
1399880242513186820,1399880242513186820,GeirMarshall,2021-06-02T00:07:32.000Z,"Chofer profesional 
Militante Mpp609
30/04/20💍♥️
Peńarol Inteligencia🖤💛  🏆🏆🏆🏆🏆
Capricornio 08/01/1997 🐐🐏
 Montevideo -Uruguay",https://pbs.twimg.com/profile_images/1470269367321444354/q_YpZTVe_normal.jpg,False,False,49,166,460,0
940774254450298880,940774254450298880,_4002_8922_,2017-12-13T02:43:55.000Z,"20y

Um apaixonado sincero inimigo do fim",https://pbs.twimg.com/profile_images/1464393934185058307/t0-F-oZ4_normal.jpg,False,False,419,729,140031,1
922022117419438081,922022117419438081,Fgene001,2017-10-22T08:49:37.000Z,Humble,https://pbs.twimg.com/profile_images/1179728366775275530/UYC2IvQu_normal.jpg,False,False,2540,2339,89383,0
247321137,247321137,askeladdalbo,2011-02-04T15:18:00.000Z,"Natalino
Colo-Colo por sobre todas las cosas ⚫⚪ 
Socio CSD Colo-Colo N°A-368118",https://pbs.twimg.com/profile_images/1462621599283048450/wThx1GJi_normal.jpg,False,False,204,1166,4832,0
1452359850420232193,1452359850420232193,doncel_viviana,2021-10-24T19:42:55.000Z,I LOVE GREEN 💚🇳🇬🎄,https://pbs.twimg.com/profile_images/1470157433272209415/3GcUvYHv_normal.jpg,False,False,21,246,1344,0
1720623044,1720623044,Cleavon_Hinds,2013-09-02T00:01:34.000Z,•Lawman •Proud KC 2014 graduate. •Role Model💯; Businessman 💡; Manchester United//Fortis forever💯✊🏾. IG: cleavonhinds Sc: cleavonlavish,https://pbs.twimg.com/profile_images/1386655531985670149/tentDn1i_normal.jpg,False,False,4686,3498,136284,25
366346417,366346417,Anuar_Crack,2011-09-02T00:54:13.000Z,"Apasionado del futbol, lleno de energía y me gusta que la gente sea directa conmigo.",https://pbs.twimg.com/profile_images/960429317749698560/URtV1SR0_normal.jpg,False,False,148,267,65688,13
783812750376132608,783812750376132608,Wagnerwr10,2016-10-05T23:34:57.000Z,"Sozinho a madrugada me guia.

Minha eterna anjinha @_bfrseixas ♥️👼
insta: nem22rl @Marycrf2909😠❤💍",https://pbs.twimg.com/profile_images/1464021813223206924/DJillUQ5_normal.jpg,False,False,835,545,20039,0
1327939225119985665,1327939225119985665,anand_market,2020-11-15T11:39:44.000Z,"Follow us for news, photos, videos, and the latest trends around the world & on the Internet. https://t.co/EJT1tBuDHf",https://pbs.twimg.com/profile_images/1327939472793604098/ChgA_i8c_normal.jpg,False,False,23,4,62403,1
1311996888967766018,1311996888967766018,Reddevilupdt,2020-10-02T11:50:17.000Z,Manchester United News and Updates,https://pbs.twimg.com/profile_images/1381621188129083397/J7dLU3iu_normal.jpg,False,False,10,19,1686,0
420535612,420535612,FoxSportsBrasil,2011-11-24T19:18:54.000Z,"Juntos na torcida! 🤝 @ESPNBrasil

Perfil oficial do FOX Sports Brasil no Twitter. As principais notícias do mundo esportivo.",https://pbs.twimg.com/profile_images/1326225121338658822/M8roUbhh_normal.jpg,False,True,3207955,40,372363,2505
1433260182147108864,1433260182147108864,lordweb1,2021-09-02T02:47:52.000Z,lord web,https://pbs.twimg.com/profile_images/1433260765935456257/eQIu1xTJ_normal.jpg,False,False,11,13,35359,0
1858943718,1858943718,Todolorrompo,2013-09-13T00:32:11.000Z,"Caminando hacia el ayer, aunque le llamen mañana.",https://pbs.twimg.com/profile_images/378800000449428702/2c06e00254fe169018c5a056cbc35e71_normal.jpeg,False,False,400,908,53773,4
620539001,620539001,HaidarOi,2012-06-28T02:05:33.000Z,Random isinya,https://pbs.twimg.com/profile_images/1437384619989430277/s8CmtIIF_normal.jpg,False,False,983,1470,50691,0
2758664129,2758664129,_harrenhal,2014-09-01T21:44:23.000Z,@manutd,https://pbs.twimg.com/profile_images/1390803389106335751/uZ9PJZvK_normal.jpg,False,False,4404,4517,56940,1
1460797363539300357,1460797363539300357,chicogol09,2021-11-17T02:30:30.000Z,,https://pbs.twimg.com/profile_images/1463265555595595785/AACfX1vK_normal.jpg,False,False,0,9,91,0
1336805719060881409,1336805719060881409,ElFutbolDaVida,2020-12-09T22:51:48.000Z,Amo el fútbol - MES QUE UN CLUB,https://pbs.twimg.com/profile_images/1465748136203276290/n1NJZzX6_normal.jpg,False,False,157,353,13000,0
1210008685059006464,1210008685059006464,BolaPelangi_2,2019-12-26T01:25:33.000Z,"BolaPelangi2 Adalah Bandar Bola Dengan Pasaran Terbaik Di Indonesia !

🌐 Web : Www. Pelangigoal2 . Com
🌐 Wa : +855 1632 7150
🌐 IG  : BolaPelangi_2",https://pbs.twimg.com/profile_images/1276703818948898818/yrMyQIqM_normal.jpg,False,False,43,76,3983,0
587801154,587801154,PabloStec,2012-05-22T20:18:59.000Z,Mam pewne podium w formule master na mistrzostwach regionu w pstrykaniu kapslem.,https://pbs.twimg.com/profile_images/890350278523990016/ud_nJyjN_normal.jpg,False,False,566,420,25414,10
967956832445661191,967956832445661191,cash_guruji,2018-02-26T02:57:47.000Z,,https://pbs.twimg.com/profile_images/996472944246194176/-MJbzz0f_normal.jpg,False,False,31,491,5380,1
895245889043824641,895245889043824641,AlabiNoah848,2017-08-09T11:30:27.000Z,Being A Muslim Was My Biggest Blessing❤️🧎🏽‍♂️🙏      ICON💯    GGMU❤️,https://pbs.twimg.com/profile_images/1460732568404439040/cTDOBCyp_normal.jpg,False,False,1372,1704,9320,1
3609677236,3609677236,LeirosWesley,2015-09-10T13:19:45.000Z,FLAMENGUISTA ⚫️🔴/ XIV V MCMXCIX/ +021/ Técnico em eletrotécnica e automação industrial 👷🏼‍♂️⚡️/Papai do Gabriel Henrique 🥰💙/08/10/20 ❤️👩‍❤️‍👨,https://pbs.twimg.com/profile_images/1457678807851208704/7e8M33Mt_normal.jpg,False,False,776,289,26226,0
1347948989228986383,1347948989228986383,PeruTribuna,2021-01-09T16:51:29.000Z,Mantente al tanto de toda la información polideportiva y futbolística nacional e internacional.,https://pbs.twimg.com/profile_images/1347949222407135240/5YPY8f7L_normal.jpg,False,False,191,376,6129,0
407837161,407837161,em_sandy,2011-11-08T16:33:17.000Z,Broadcast Journalist @BBCSport website ✍🏻 Write and talk about football a lot. Occasionally go on 📺 or 📻 when they have nobody else… Views my own.,https://pbs.twimg.com/profile_images/1467413640118775809/s1GsWkkD_normal.jpg,False,True,20469,942,14654,190
1176963508421976067,1176963508421976067,Atleti4ever3,2019-09-25T20:56:00.000Z,,https://pbs.twimg.com/profile_images/1176966602660679681/5QhjLOip_normal.jpg,False,False,4,14,1215,1
1425795597634707462,1425795597634707462,Manches06607883,2021-08-12T12:25:44.000Z,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,False,6,160,1741,0
574269064,574269064,Zaynzamir,2012-05-08T07:04:36.000Z,Husband @izzsyira ❤️,https://pbs.twimg.com/profile_images/1285408804146823168/WHX16rva_normal.jpg,False,False,247,220,56333,3
1172304964263337984,1172304964263337984,DanillodosSan15,2019-09-13T00:24:31.000Z,ÉoDan,https://pbs.twimg.com/profile_images/1451514792980713473/m502olRY_normal.jpg,False,False,56,101,3051,0
339858730,339858730,Bruno_sl97,2011-07-21T19:35:19.000Z,"Palmeiras nasci, Palmeiras cresci, em alguns dias sofri, em outro sorri, em alguns dias chorei em todos te apoiei, MAS EM NENHUM TE ABANDONEI #AvantiPalestra",https://pbs.twimg.com/profile_images/1469452966818103296/YIHFFhXE_normal.jpg,False,False,540,647,31446,1
4909286477,4909286477,Joa_yimz,2016-02-14T15:07:24.000Z,ASH video game center CEO // Fabrics supplier // post-ex-football analyst 😁,https://pbs.twimg.com/profile_images/1441727485385723906/wj6ysp_V_normal.jpg,False,False,3024,1555,263371,10
123225808,123225808,johantanto,2010-03-15T11:56:53.000Z,"Father, Banker, Value Investor, Musician",https://pbs.twimg.com/profile_images/1247437177983623170/CQx7qd63_normal.jpg,False,False,254,296,13739,7
984798145241649152,984798145241649152,Clemmzy_1,2018-04-13T14:19:09.000Z,,https://pbs.twimg.com/profile_images/1449028847614234624/vVcxYgQb_normal.jpg,False,False,4149,1291,159381,0
3342835371,3342835371,adelDrezkallah,2015-06-23T16:47:26.000Z,,https://pbs.twimg.com/profile_images/1309190177827454982/RN0pjnVY_normal.jpg,False,False,48,587,42,1
971277877261062146,971277877261062146,h_coxta,2018-03-07T06:54:26.000Z,19y / 🇧🇷,https://pbs.twimg.com/profile_images/1449537661518090242/TSqtlDV6_normal.jpg,False,False,935,1127,18986,0
280063245,280063245,luiszorce,2011-04-10T15:15:34.000Z,"Papa de Camila & Fabián, con 🇻🇪 en mi corazon,Super fan del todos los deportes,
MCCA Service Mánager for JBT México-Liquid Food",https://pbs.twimg.com/profile_images/1433833669995765760/0-wrkFg7_normal.jpg,False,False,344,416,139572,1
1177948012565409794,1177948012565409794,CliffordEweka,2019-09-28T14:08:04.000Z,"God 1st, Family 2nd. Live love and learn ❤️🙏",https://pbs.twimg.com/profile_images/1468376465624473603/5mN0vx5v_normal.jpg,False,False,1935,2162,216860,3
1417525480354365456,1417525480354365456,GhulamH94471116,2021-07-20T16:43:40.000Z,,https://pbs.twimg.com/profile_images/1417525884014276608/oHwyab2e_normal.jpg,False,False,18,6,8892,1
1437666240764461057,1437666240764461057,EteNoEsech,2021-09-14T06:35:29.000Z,Fuck off,https://pbs.twimg.com/profile_images/1445154734147522564/k01yxEX9_normal.jpg,False,False,60,740,8103,0
707637663327715328,707637663327715328,Fabiojr_018,2016-03-09T18:42:21.000Z,,https://pbs.twimg.com/profile_images/1400560687546523648/AEU9mOIX_normal.jpg,False,False,2195,1053,46214,2
